article_id,symbol,company,date_publication,source,api_source,titre,contenu,score_sentiment,sentiment,confiance,poids,score_pondere,url,date_analyse,ajout_date
2d19fce203509067,AMZN,Amazon,2026-01-14,Barchart.com,newsapi,"As Trump Casts Doubt on the Netflix-Warner Bros. Discovery Deal, How Should You Play NFLX Stock?","As Trump Casts Doubt on the Netflix-Warner Bros. Discovery Deal, How Should You Play NFLX Stock?. President Donald Trump has recently made clear that he opposes Netflix's (NFLX) planned takeover of Warner Bros. Discovery (WBD), and his administration could potentially block the deal for a while, … [...",-0.64,negative,0.64,1.3,-0.829,https://www.barchart.com/story/news/37044975/as-trump-casts-doubt-on-the-netflix-warner-bros-discovery-deal-how-should-you-play-nflx-stock,2026-01-16 20:20:40,2026-01-16
3af13d9f19321225,AMZN,Amazon,2026-01-14,MarketWatch,newsapi,Four reasons to buy this overlooked group of stocks early in 2026,Four reasons to buy this overlooked group of stocks early in 2026. Small-cap companies in the U.S. are expected by analysts to increase profits much more quickly than larger companies as they see the greatest benefits from lower borrowing rates and tax breaks. - Get… [+7057 chars],0.887,positive,0.887,1.3,1.149,https://www.marketwatch.com/story/four-reasons-to-buy-this-overlooked-group-of-stocks-early-in-2026-50e33545,2026-01-16 20:20:40,2026-01-16
835705e27162e616,AMZN,Amazon,2026-01-16,Motley Fool Australia,newsapi,Morgan Stanley tips 12% upside for US stocks in 2026. Here are 3 ASX ETFs offering exposure,"Morgan Stanley tips 12% upside for US stocks in 2026. Here are 3 ASX ETFs offering exposure. US stocks have been on an amazing trajectory for three years, and top broker Morgan Stanley thinks there is more growth to come. 
In its 2026 investment outlook, Morgan Stanley tips the S&amp;P 500 … [+2568...",0.827,positive,0.827,1.3,1.071,https://www.fool.com.au/2026/01/16/morgan-stanley-tips-12-upside-for-us-stocks-in-2026-here-are-3-asx-etfs-offering-exposure/,2026-01-19 20:21:46,2026-01-19
3577c32b408b3800,AMZN,Amazon,2026-01-16,Rlsbb.to,newsapi,The Real Housewives of Beverly Hills S15E07 1080p AMZN WEB-DL H264-NTb,"The Real Housewives of Beverly Hills S15E07 1080p AMZN WEB-DL H264-NTb. Season 15, Episode 07 The ladies try to tap into the healing energy of Sedona, but Kyle &amp; Dorit’s friendship remains on the rocks. Bozoma and Rachel struggle with the desert heat while others emb… [+1543 chars]",0.0,neutral,0.865,1.3,0.0,https://post.rlsbb.to/the-real-housewives-of-beverly-hills-s15e07-1080p-amzn-web-dl-h264-ntb/,2026-01-19 20:21:46,2026-01-19
5f9eff589089c5a9,AMZN,Amazon,2026-01-17,Yahoo Entertainment,newsapi,"Is Amazon.com, Inc. (AMZN) The Stock with Best Earnings Growth for the Next 5 Years?","Is Amazon.com, Inc. (AMZN) The Stock with Best Earnings Growth for the Next 5 Years?. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.928,1.3,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_50fb5724-6f93-4f0e-9deb-b1c4f9cfaeb6,2026-01-19 20:21:46,2026-01-19
b72548a3a368c330,AMZN,Amazon,2026-01-16,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, Nasdaq slip, chip stocks rise as Wall Street ends volatile week lower","Stock market today: Dow, S&P 500, Nasdaq slip, chip stocks rise as Wall Street ends volatile week lower. US stocks were little changed on Friday despite growing uncertainty over the next Fed chair, while strong bank earnings and ongoing geopolitical tensions capped a volatile week.
The tech-heavy N...",-0.951,negative,0.951,1.3,-1.233,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-slip-chip-stocks-rise-as-wall-street-ends-volatile-week-lower-210151640.html,2026-01-19 20:21:46,2026-01-19
24faadd6100fefcd,AMZN,Amazon,2026-01-17,The Daily Hodl,newsapi,"Billionaire George Soros Pours $644,823,000 Into Apple, Amazon and One Stock That Warren Buffett Recently Jumped Into","Billionaire George Soros Pours $644,823,000 Into Apple, Amazon and One Stock That Warren Buffett Recently Jumped Into. Billionaire investor George Soros has opened hundreds of millions of dollars in new positions in mega-cap stocks, including Apple (AAPL) and Amazon (AMZN).
A new 13F filing with th...",0.0,neutral,0.835,1.3,0.0,https://dailyhodl.com/2026/01/17/billionaire-george-soros-pours-644823000-into-apple-amazon-and-one-stock-that-warren-buffett-recently-jumped-into/,2026-01-19 20:21:46,2026-01-19
8387b3d245e81f90,AMZN,Amazon,2026-01-19,Yahoo Entertainment,newsapi,"Wells Fargo Keeps an Overweight Rating on Amazon.com, Inc. (AMZN)","Wells Fargo Keeps an Overweight Rating on Amazon.com, Inc. (AMZN). Amazon.com, Inc. (NASDAQ:AMZN) is among the 7 Best Jewellery Stocks to Buy Now.
Wells Fargo Keeps an Overweight Rating on Amazon.com, Inc. (AMZN)
On January 12, 2026, TheFly reported that Wells Far… [+1651 chars]",0.0,neutral,0.853,1.58,0.0,https://finance.yahoo.com/news/wells-fargo-keeps-overweight-rating-133615438.html,2026-01-20 20:42:25,2026-01-20
1db0b3db7fb2b565,AMZN,Amazon,2026-01-19,Yahoo Entertainment,newsapi,Amazon’s New Sovereign Cloud Solidifies its Long-Term Growth Potential,"Amazon’s New Sovereign Cloud Solidifies its Long-Term Growth Potential. Amazon.com Inc. (NASDAQ:AMZN) is one of the best future stocks to buy for the long term. On January 15, Amazons cloud division, AWS, launched the AWS European Sovereign Cloud, which is a new service … [+1882 chars]",0.611,positive,0.611,1.58,0.968,https://finance.yahoo.com/news/amazon-sovereign-cloud-solidifies-long-125010661.html,2026-01-20 20:42:26,2026-01-20
c2d3cfa3692ceed2,AMZN,Amazon,2026-01-20,The Times of India,newsapi,"S&P 500, Dow Jones, Nasdaq crash: Here are the stocks that took the biggest hit today","S&P 500, Dow Jones, Nasdaq crash: Here are the stocks that took the biggest hit today. S&amp;P 500 Dow Nasdaq down today: US stocks fell sharply Tuesday, with technology shares leading the sell-off after US president Trump escalated trade war threats toward Europe, rattling investor co… [+2825 chars...",-0.969,negative,0.969,1.58,-1.536,https://economictimes.indiatimes.com/news/international/us/sp-500-dow-jones-nasdaq-crash-stocks-biggest-hit-today-crwv-nvda-avgo-orcl-amzn-aapl-meta-googl-tsla/articleshow/126845011.cms,2026-01-21 20:28:49,2026-01-21
04f08136c94f7ebe,AMZN,Amazon,2026-01-20,The Daily Hodl,newsapi,Pendle Announces Token Upgrade as Its DeFi Yield Platform Scales,"Pendle Announces Token Upgrade as Its DeFi Yield Platform Scales. January 20th, 2026 Singapore, Singapore
Pendle, The world’s largest crypto yield trading platform, has announced an upgrade to its native token, introducing sPENDLE.
The update is intended to unloc… [+5695 chars]",0.769,positive,0.769,1.58,1.218,https://dailyhodl.com/2026/01/20/pendle-announces-token-upgrade-as-its-defi-yield-platform-scales/,2026-01-21 20:28:50,2026-01-21
bd5e3a60a5a963ea,AMZN,Amazon,2026-01-20,Barchart,gnews,"Is Amazon Too Cheap Ahead of Earnings? Put Yields are High, Implying AMZN Stock Could Rally","Is Amazon Too Cheap Ahead of Earnings? Put Yields are High, Implying AMZN Stock Could Rally. Amazon stock (AMZN) could be undervalued here, especially given its high put option yields over the next month. The market fears another drop in free cash flow (FCF) as occurred in Q3. However, analysts have...",-0.946,negative,0.946,1.32,-1.248,https://www.barchart.com/story/news/37132354/is-amazon-too-cheap-ahead-of-earnings-put-yields-are-high-implying-amzn-stock-could-rally,2026-01-21 20:28:50,2026-01-21
a231a62cb683dacd,AMZN,Amazon,2026-01-19,Barchart.com,newsapi,"If I Could Only Buy 1 Stock Right Now, This Would Be It","If I Could Only Buy 1 Stock Right Now, This Would Be It. Alphabet (GOOG) (GOOGL), the parent company of Google, didnt just come to the spotlight because of artificial intelligence (AI). In fact, Google has been using AI and machine learning long before AI … [+5136 chars]",0.0,neutral,0.904,1.3,0.0,https://www.barchart.com/story/news/37109088/if-i-could-only-buy-1-stock-right-now-this-would-be-it,2026-01-21 20:28:50,2026-01-21
9f7778e41deb5e56,AMZN,Amazon,2026-01-20,Yahoo Entertainment,newsapi,Worried About the Economy? Invest In These Quality Stocks,"Worried About the Economy? Invest In These Quality Stocks. When the economy seems shaky, many investors instinctively look for safer ground. Financial experts often point to quality stocks as a way to stay invested without taking on unnecessary risk but what… [+5900 chars]",0.0,neutral,0.91,1.58,0.0,https://finance.yahoo.com/news/worried-economy-invest-quality-stocks-141106750.html,2026-01-21 20:28:50,2026-01-21
fb270a9a85ca5579,AMZN,Amazon,2026-01-20,Fast Company,gnews,"Tech stocks fall today; Trump Greenland, Sell America trade fears","Tech stocks fall today; Trump Greenland, Sell America trade fears. The president threatened additional tariffs on allied countries that objected to his desired takeover of the Danish territory. The geopolitical uncertainty that has emerged appears to be behind a decline in stock futures, particularl...",-0.971,negative,0.971,1.32,-1.282,https://www.fastcompany.com/91477567/tech-stocks-fall-today-trump-greenland-fears-sell-america-trade,2026-01-21 20:28:50,2026-01-21
015fe6c38e5c3819,AMZN,Amazon,2026-01-19,Yahoo Entertainment,newsapi,"Raymond James Trims Amazon (AMZN) Target, Flags Agentic Commerce Headwinds","Raymond James Trims Amazon (AMZN) Target, Flags Agentic Commerce Headwinds. Amazon.com, Inc. (NASDAQ:AMZN) is one of the AI Stocks Analysts Are Watching Closely. On January 15, Raymond James analyst Josh Beck lowered the price target on the stock to $260.00 (from $275.00) wh… [+1838 chars]",-0.889,negative,0.889,1.3,-1.152,https://finance.yahoo.com/news/raymond-james-trims-amazon-amzn-202350818.html,2026-01-21 20:28:50,2026-01-21
9c7ce8bafcf7a82c,AMZN,Amazon,2026-01-20,Barchart.com,newsapi,"Magnificent 7 State of the Union: How It Started, How It's Going, And What's Next for the Mag 7 in 2026","Magnificent 7 State of the Union: How It Started, How It's Going, And What's Next for the Mag 7 in 2026. In early 2026, the Magnificent 7 are no longer moving together. And theyre not moving the market. While smaller companies try to make a dent in their historic lagging trend versus tech stocks, th...",0.0,neutral,0.659,1.3,0.0,https://www.barchart.com/story/news/37131502/magnificent-7-state-of-the-union-how-it-started-how-it-s-going-and-what-s-next-for-the-mag-7-in-2026,2026-01-22 20:24:07,2026-01-22
f67c80dedbdcd357,AMZN,Amazon,2026-01-20,Investopedia,newsapi,5 Things to Know Before the Stock Market Opens,5 Things to Know Before the Stock Market Opens. Stock futures are sinking Tuesday morning amid rising geopolitical concerns; President Donald Trump has threatened new tariffs on a number of European countries unless the U.S. is allowed to acquire … [+4085 chars],-0.969,negative,0.969,1.3,-1.255,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-january-20-2026-11888422,2026-01-22 20:24:07,2026-01-22
ca4e662608fcc437,AMZN,Amazon,2026-01-21,Bloomberg,gnews,Amazon Investors Bet on AWS to Pull the Stock Out of Its Malaise,"Amazon Investors Bet on AWS to Pull the Stock Out of Its Malaise. Amazon.com Inc. bulls are betting that the company’s stock is primed to reestablish its market leadership after years of trailing its Big Tech rivals.
The optimism starts with demand for the Amazon Web Services cloud-computing busines...",0.86,positive,0.86,1.98,1.703,https://www.bloomberg.com/news/articles/2026-01-21/amazon-investors-bet-on-aws-to-pull-the-stock-out-of-its-malaise,2026-01-22 20:24:08,2026-01-22
052d33e89d796393,AMZN,Amazon,2026-01-20,Barchart.com,newsapi,"Is Amazon Too Cheap Ahead of Earnings? Put Yields are High, Implying AMZN Stock Could Rally","Is Amazon Too Cheap Ahead of Earnings? Put Yields are High, Implying AMZN Stock Could Rally. Amazon stock (AMZN) could be undervalued here, especially given its high put option yields over the next month. The market fears another drop in free cash flow (FCF) as occurred in Q3. However, analy… [+4669...",-0.966,negative,0.966,1.3,-1.252,https://www.barchart.com/story/news/37132354/is-amazon-too-cheap-ahead-of-earnings-put-yields-are-high-implying-amzn-stock-could-rally,2026-01-22 20:24:08,2026-01-22
ebc53b87faeaae15,AMZN,Amazon,2026-01-20,MarketBeat,newsapi,2 Ways to Trade Amazon Ahead of Earnings,"2 Ways to Trade Amazon Ahead of Earnings. Amazon-branded package carried by a delivery drone inside a warehouse, highlighting Amazon logistics and tech momentum.
<ul><li>Amazon heads into earnings well below its November high, though with a… [+4470 chars]",0.898,positive,0.898,1.58,1.422,https://www.marketbeat.com/originals/2-ways-to-trade-amazon-ahead-of-earnings/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-01-22 20:24:08,2026-01-22
a882f185551b9a14,AMZN,Amazon,2026-01-20,Yahoo Entertainment,newsapi,"Amazon (AMZN) Seen as One of the Strongest AI Bull Cases Heading Into 2026, Bernstein Says","Amazon (AMZN) Seen as One of the Strongest AI Bull Cases Heading Into 2026, Bernstein Says. Amazon.com, Inc. (NASDAQ:AMZN) is one of the AI Stocks Making Waves on Wall Street. On January 15, Bernstein SocGen Group analyst Nikhil Devnani reiterated an Outperform rating on the stock with a $3… [+1731 ...",0.868,positive,0.868,1.58,1.375,https://finance.yahoo.com/news/amazon-amzn-seen-one-strongest-203638058.html,2026-01-22 20:24:08,2026-01-22
92d59f21664d03b3,AMZN,Amazon,2026-01-21,Barchart.com,newsapi,Netflix Just Upped Its Bid for Warner Bros. to All Cash. What Does That Mean for NFLX Stock?,Netflix Just Upped Its Bid for Warner Bros. to All Cash. What Does That Mean for NFLX Stock?. The saga surrounding who will finally acquire Warner Bros. (WBD) can make an intriguing series for itself. While streaming giant Netflix (NFLX) was the first to make a formal offer to purchase the me… [+776...,0.0,neutral,0.77,1.3,0.0,https://www.barchart.com/story/news/37154004/netflix-just-upped-its-bid-for-warner-bros-to-all-cash-what-does-that-mean-for-nflx-stock,2026-01-23 20:23:14,2026-01-23
ccedaf70677a4374,AMZN,Amazon,2026-01-22,Yahoo Entertainment,newsapi,"AI power and infrastructure needs boomed in 2025. At Davos, the AI story for 2026 remains the same.","AI power and infrastructure needs boomed in 2025. At Davos, the AI story for 2026 remains the same.. The AI boom triggered a surge in energy demand and infrastructure development throughout 2025. Global leaders gathered at this week's World Economic Forum in Davos expect these same themes to be a ma...",0.667,positive,0.667,1.58,1.056,https://finance.yahoo.com/news/ai-power-and-infrastructure-needs-boomed-in-2025-at-davos-the-ai-story-for-2026-remains-the-same-100005093.html,2026-01-23 20:23:14,2026-01-23
341291b7d4355287,AMZN,Amazon,2026-01-24,TheStreet,newsapi,Amazon targets Walmart crown in $883 billion grocery battle,Amazon targets Walmart crown in $883 billion grocery battle. Grocery is a huge business. I learned that early on. My first job as a bagger at the local grocery store eventually led to my first full-time job helping manage a store for a major supermarket chain.… [+4932 chars],0.0,neutral,0.919,1.3,0.0,https://www.thestreet.com/retail/amazon-targets-walmart-crown-in-883-billion-grocery-battle,2026-01-26 20:24:13,2026-01-26
fa38cdf8f730d7d5,AMZN,Amazon,2026-01-25,Pypi.org,newsapi,sopel-stocks added to PyPI,"sopel-stocks added to PyPI. A stock lookup plugin for Sopel IRC bots
Maintainer:@RustyBower
Installing
Releases are hosted on PyPI, so after installing Sopel, all you need is pip:
$pipinstallsopel-stocks
Requirements
This… [+2031 chars]",0.0,neutral,0.944,1.32,0.0,https://pypi.org/project/sopel-stocks/,2026-01-26 20:24:13,2026-01-26
84ed398661a508fe,AMZN,Amazon,2026-01-23,MarketBeat,newsapi,Oracle’s TikTok Win Isn’t Social Media—It’s a Cloud Power Move,"Oracle’s TikTok Win Isn’t Social Media—It’s a Cloud Power Move. Oracle data center servers connect to TikTok app on smartphone, spotlighting cloud hosting and AI data demand.
<ul><li>Oracle secures massive guaranteed data volume for its cloud infrastructure by b… [+7482 chars]",0.0,neutral,0.767,1.3,0.0,https://www.marketbeat.com/originals/oracles-tiktok-win-isnt-social-mediaits-a-cloud-power-move/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,2026-01-26 20:24:13,2026-01-26
0906d05770361c82,AMZN,Amazon,2026-01-24,The Street,gnews,Amazon vs Walmart's $883 billion grocery battle begins,Amazon vs Walmart's $883 billion grocery battle begins. Grocery is a huge business. I learned that early on. My first job as a bagger at the local grocery store eventually led to my first full-time job helping manage a store for a major supermarket chain. I saw firsthand in the late 1980s and early ...,0.0,neutral,0.898,1.08,0.0,https://www.thestreet.com/retail/amazon-targets-walmart-crown-in-883-billion-grocery-battle,2026-01-26 20:24:13,2026-01-26
892070cb1e2f38a6,AMZN,Amazon,2026-01-25,NDTV Profit,gnews,Big Tech Earnings Land With 2026's AI Winners Still In Question,Big Tech Earnings Land With 2026's AI Winners Still In Question. Investors have made a pile of money recently by focusing on niche stocks in the AI trade. Earnings from some of the world's biggest technology companies this week will offer an indication of whether they should stick to that strategy i...,0.0,neutral,0.827,1.32,0.0,https://www.ndtvprofit.com/markets/big-tech-earnings-land-with-2026s-ai-winners-still-in-question-10884260,2026-01-26 20:24:13,2026-01-26
92350c23ec1100b9,AMZN,Amazon,2026-01-23,TheStreet,newsapi,Amazon CEO warns shoppers of major changes ahead,"Amazon CEO warns shoppers of major changes ahead. For only so long can economic reality be denied in uncertain times until it becomes too obvious to continue postponing, especially when the consequences affect millions of consumers. If it feels like… [+6136 chars]",-0.495,negative,0.495,1.3,-0.642,https://www.thestreet.com/retail/amazon-ceo-warns-shoppers-of-major-changes-ahead-price-increase,2026-01-26 20:24:14,2026-01-26
892070cb1e2f38a6,AMZN,Amazon,2026-01-25,NDTV Profit,gnews,Big Tech Earnings Land With 2026's AI Winners Still In Question,Big Tech Earnings Land With 2026's AI Winners Still In Question. Investors have made a pile of money recently by focusing on niche stocks in the AI trade. Earnings from some of the world's biggest technology companies this week will offer an indication of whether they should stick to that strategy i...,0.0,neutral,0.827,1.32,0.0,https://www.ndtvprofit.com/business/big-tech-earnings-land-with-2026s-ai-winners-still-in-question-10884260,2026-01-26 20:24:14,2026-01-26
d781a1bac0fb0939,AMZN,Amazon,2026-01-23,OilPrice.com,newsapi,A Rare Bet Against a Stock I Once Recommended,"A Rare Bet Against a Stock I Once Recommended. Any move would be tightly…
President Donald Trump has ruled…
Markets are increasingly unsettled not…
By Editorial Dept - Jan 23, 2026, 8:30 AM CSTI rarely recommend shorting a stock, here or elsew… [+5149 chars]",0.0,neutral,0.932,1.3,0.0,https://oilprice.com/Energy/Energy-General/A-Rare-Bet-Against-a-Stock-I-Once-Recommended.html,2026-01-26 20:24:14,2026-01-26
7156cdbe968ec4f1,AMZN,Amazon,2026-01-25,Rlsbb.to,newsapi,Trading Mom 1994 1080p AMZN WEB-DL H264-monkee,"Trading Mom 1994 1080p AMZN WEB-DL H264-monkee. Plot: Three children have had it with their mother, and magically make her disappear. They then head out to the “Mommy Market” for a replacement mother.
Genre: Comedy | Family | FantasyIMDB Rating L… [+925 chars]",0.0,neutral,0.895,1.58,0.0,https://post.rlsbb.to/trading-mom-1994-1080p-amzn-web-dl-h264-monkee/,2026-01-26 20:24:14,2026-01-26
fa5cf2f066d3fdde,AMZN,Amazon,2026-01-26,Yahoo Entertainment,newsapi,Jim Cramer Shares How Amazon.com (AMZN) is Popular With Budget-Conscious Customer,"Jim Cramer Shares How Amazon.com (AMZN) is Popular With Budget-Conscious Customer. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",0.0,neutral,0.928,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_156b0bb3-1b7d-4284-afd1-bf822f38778d,2026-01-27 20:21:00,2026-01-27
4e26bc8570fa416c,AMZN,Amazon,2026-01-26,The Times of India,newsapi,"Amazon layoffs: Is Amazon’s plan to cut 14,000 jobs while spending $35 billion on AI drive growth or stall shares - investors wait for AWS profit","Amazon layoffs: Is Amazon’s plan to cut 14,000 jobs while spending $35 billion on AI drive growth or stall shares - investors wait for AWS profit. Amazon layoffs: Amazons stock is holding steady on the surface, but beneath that calm, investor confidence is being quietly tested. As the company prepar...",-0.951,negative,0.951,1.58,-1.506,https://economictimes.indiatimes.com/news/international/us/amazon-layoffs-is-amazons-plan-to-cut-14000-jobs-while-spending-35-billion-on-ai-drive-growth-or-stall-shares-investors-wait-for-aws-profit/articleshow/127565126.cms,2026-01-27 20:21:00,2026-01-27
