symbol,company,id,date,source,api_source,titre,contenu,score,sentiment,confiance,poids,score_pondere,url,nouveau,analyse_date,ajout_date,article_id,date_publication,score_sentiment,date_analyse
TSLA,Tesla,4.0,2026-01-11 16:03,MarketBeat,newsapi,This ETF Is Proof That the Healthcare Rebound Is Real,"This ETF Is Proof That the Healthcare Rebound Is Real. Caduceus symbol on trading floor with rising stock charts, highlighting healthcare stocks and market momentum.
<ul><li>After years of trailing t...",0.944,positive,0.944,1.58,1.496,https://www.marketbeat.com/originals/this-etf-is-proof-that-the-healthcare-rebound-is-real/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,False,2026-01-13 10:38:52,2026-01-13,,,,
TSLA,Tesla,5.0,2026-01-12 12:58,Investor's Business Daily,gnews,"Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily","Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily. Information in Investor’s Business Daily is for informational and educational purposes only and should not be ...",0.0,neutral,0.949,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-powell-nvidia-nvda-tesla-tsla/,False,2026-01-13 10:38:52,2026-01-13,,,,
NVDA,Nvidia,1.0,2026-01-12 12:58,Investor's Business Daily,gnews,"Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily","Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily. Information in Investor’s Business Daily is for informational and educational purposes only and should not be ...",0.0,neutral,0.949,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-powell-nvidia-nvda-tesla-tsla/,False,2026-01-13 10:38:55,2026-01-13,,,,
NVDA,Nvidia,2.0,2026-01-10 12:45,Yahoo Entertainment,newsapi,CoreWeave (CRWV) Emerges as an AI Infrastructure Stock to Watch After Truist Initiation,"CoreWeave (CRWV) Emerges as an AI Infrastructure Stock to Watch After Truist Initiation. CoreWeave, Inc. (NASDAQ:CRWV) is one of the AI Stocks Gaining Attention on Wall Street. On January 6, Truist Se...",0.544,positive,0.544,1.3,0.705,https://finance.yahoo.com/news/coreweave-crwv-emerges-ai-infrastructure-124539079.html,False,2026-01-13 10:38:55,2026-01-13,,,,
NVDA,Nvidia,3.0,2026-01-11 18:18,BeInCrypto,newsapi,X Smart Cashtags: Elon Musk’s Platform Eyes Crypto and Stock Trading Integration,"X Smart Cashtags: Elon Musk’s Platform Eyes Crypto and Stock Trading Integration. X unveils Smart Cashtags for live crypto, stock prices, and in-app trading integration. Photo by BeInCrypto
A newly t...",0.0,neutral,0.868,1.58,0.0,https://beincrypto.com/x-smart-cashtags-crypto-stock-trading/,False,2026-01-13 10:38:55,2026-01-13,,,,
NVDA,Nvidia,4.0,2026-01-10 08:21,Yahoo Entertainment,newsapi,BofA Maintains Buy on Nvidia (NVDA) Following CES AI Updates,"BofA Maintains Buy on Nvidia (NVDA) Following CES AI Updates. NVIDIA Corporation (NASDAQ:NVDA) is one of the AI Stocks Analysts Are Watching Closely. On January 6, Bank of America reiterated the stock...",0.0,neutral,0.671,1.3,0.0,https://finance.yahoo.com/news/bofa-maintains-buy-nvidia-nvda-082143740.html,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,5.0,2026-01-12 16:16,MarketScreener,gnews,"Alphabet crosses the $4 trillion valuation mark, driven by the AI boom","Alphabet crosses the $4 trillion valuation mark, driven by the AI boom. Alphabet reached a market capitalization of $4 trillion on Monday, becoming the world's fourth company to cross this threshold, ...",0.948,positive,0.948,1.56,1.479,https://www.marketscreener.com/news/alphabet-crosses-the-4-trillion-valuation-mark-driven-by-the-ai-boom-ce7e58dad189fe20,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,6.0,2026-01-10 16:00,Yahoo Entertainment,newsapi,Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving,"Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving. ""The ChatGPT moment for physical AI is here when machines begin to understand, reason, and act in the real wor...",0.0,neutral,0.86,1.3,0.0,https://finance.yahoo.com/news/nvidia-takes-on-tesla-with-what-jensen-huang-calls-the-chatgpt-moment-for-self-driving-160045664.html,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,7.0,2026-01-11 23:20,Decrypt,newsapi,X Plans ‘Smart Cashtags’ to Link Crypto and Stock Tickers to Live Prices,"X Plans ‘Smart Cashtags’ to Link Crypto and Stock Tickers to Live Prices. In brief
<ul><li>The tool, called Smart Cashtags, will let users tag specific stocks or crypto assets, down to individual sma...",0.0,neutral,0.942,1.58,0.0,https://decrypt.co/354215/x-smart-cashtags-link-crypto-stock-tickers-live-prices,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,8.0,2026-01-11 14:00,Yahoo Entertainment,newsapi,Magnificent 7’s stock market dominance shows signs of cracking,"Magnificent 7’s stock market dominance shows signs of cracking. (Bloomberg) To beat the market in recent years, many investors applied a simple strategy: Load up on the biggest US technology stocks.
...",0.595,positive,0.595,1.58,0.942,https://finance.yahoo.com/news/magnificent-7-stock-market-dominance-140007016.html,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,9.0,2026-01-12 07:26,Yahoo Entertainment,newsapi,Jim Cramer Discusses NVIDIA (NVDA)’s Accelerated Computing Market,"Jim Cramer Discusses NVIDIA (NVDA)’s Accelerated Computing Market. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also...",0.0,neutral,0.947,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8500b50b-400a-473b-9498-817efc130bc8,False,2026-01-13 10:38:56,2026-01-13,,,,
NVDA,Nvidia,10.0,2026-01-12 16:19,scanx.trade,gnews,Alphabet Crosses $4 Trillion Market Cap Milestone on AI Partnership Momentum,"Alphabet Crosses $4 Trillion Market Cap Milestone on AI Partnership Momentum. Alphabet Inc. achieved a historic milestone by crossing the $4 trillion market capitalization threshold, cementing its pos...",0.945,positive,0.945,1.56,1.474,https://scanx.trade/stock-market-news/global/alphabet-crosses-4-trillion-market-cap-milestone-on-ai-partnership-momentum/29780370,False,2026-01-13 10:38:57,2026-01-13,,,,
GOOGL,Google,1.0,2026-01-12 17:51,The Economic Times,gnews,Why Alphabet (GOOGL) stock is up today: Google shares jump over 1% as Alphabet becomes the fourth co...,"Why Alphabet (GOOGL) stock is up today: Google shares jump over 1% as Alphabet becomes the fourth company to cross the $4 trillion market cap milestone. Synopsis
Alphabet (GOOGL) stock is up today: Al...",0.847,positive,0.847,1.56,1.322,https://economictimes.indiatimes.com/news/international/us/why-alphabet-googl-stock-is-up-today-google-shares-jump-over-1-as-alphabet-becomes-the-fourth-company-to-cross-the-4-trillion-market-cap-milestone/articleshow/126489623.cms,True,2026-01-13 10:38:59,2026-01-13,,,,
GOOGL,Google,2.0,2026-01-12 16:08,Markets Insider,gnews,Alphabet Stock (GOOGL) Officially Hits $4 Trillion Market Cap,"Alphabet Stock (GOOGL) Officially Hits $4 Trillion Market Cap. The stock of Google parent company Alphabet (GOOGL) has officially reached a $4 trillion market capitalization.
Claim 70% Off TipRanks Pr...",0.852,positive,0.852,1.56,1.33,https://markets.businessinsider.com/news/stocks/alphabet-stock-googl-officially-hits-4-trillion-market-cap-1035704797,False,2026-01-13 10:39:00,2026-01-13,,,,
GOOGL,Google,3.0,2026-01-10 16:00,Yahoo Entertainment,newsapi,Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving,"Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving. ""The ChatGPT moment for physical AI is here when machines begin to understand, reason, and act in the real wor...",0.0,neutral,0.86,1.3,0.0,https://finance.yahoo.com/news/nvidia-takes-on-tesla-with-what-jensen-huang-calls-the-chatgpt-moment-for-self-driving-160045664.html,False,2026-01-13 10:39:00,2026-01-13,,,,
GOOGL,Google,4.0,2026-01-11 14:00,Yahoo Entertainment,newsapi,Magnificent 7’s stock market dominance shows signs of cracking,"Magnificent 7’s stock market dominance shows signs of cracking. (Bloomberg) To beat the market in recent years, many investors applied a simple strategy: Load up on the biggest US technology stocks.
...",0.595,positive,0.595,1.58,0.942,https://finance.yahoo.com/news/magnificent-7-stock-market-dominance-140007016.html,False,2026-01-13 10:39:00,2026-01-13,,,,
AMZN,Amazon,1.0,2026-01-10 14:15,Yahoo Entertainment,newsapi,Amazon Pharmacy now offers Wegovy pill with insurance and cash options,Amazon Pharmacy now offers Wegovy pill with insurance and cash options. Amazon Pharmacy (AMZN) announced it now offers Novo Nordisks (NVO) Wegovy pill. Eligible customers with commercial insurance may...,0.0,neutral,0.925,1.3,0.0,https://finance.yahoo.com/news/amazon-pharmacy-now-offers-wegovy-141535847.html,False,2026-01-13 10:39:03,2026-01-13,,,,
AMZN,Amazon,2.0,2026-01-12 17:55,Investor's Business Daily,gnews,"Amazon Stock, Meta Named Top Picks For 2026. Here's Why.","Amazon Stock, Meta Named Top Picks For 2026. Here's Why.. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommend...",0.0,neutral,0.951,1.56,0.0,https://www.investors.com/news/technology/amazon-stock-meta-stock-top-picks-2026-bernstein/,False,2026-01-13 10:39:03,2026-01-13,,,,
AMZN,Amazon,3.0,2026-01-10 00:06,Amazon.com,newsapi,Crossmodal search with Amazon Nova Multimodal Embeddings,"Crossmodal search with Amazon Nova Multimodal Embeddings. Amazon Nova Multimodal Embeddings processes text, documents, images, video, and audio through a single model architecture. Available through A...",0.0,neutral,0.95,1.3,0.0,https://aws.amazon.com/blogs/machine-learning/crossmodal-search-with-amazon-nova-multimodal-embeddings/,False,2026-01-13 10:39:03,2026-01-13,,,,
META,Meta,1.0,2026-01-10 00:10,9to5Mac,newsapi,Mystery AI lab that poached iPhone Air designer revealed,Mystery AI lab that poached iPhone Air designer revealed. Two months after reporting that the industrial designer who introduced the iPhone Air at Apples September event had left for an unnamed AI com...,0.0,neutral,0.817,1.3,0.0,https://9to5mac.com/2026/01/09/iphone-air-designer-left-for-hark-ai-lab/,False,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,2.0,2026-01-10 20:19,Barchart.com,newsapi,"As Meta Delays New Ray-Ban Display Glasses, Should You Buy, Sell, or Hold META Stock?","As Meta Delays New Ray-Ban Display Glasses, Should You Buy, Sell, or Hold META Stock?. Meta Platforms (META) finds itself at a critical crossroads. Earlier this month, the tech giant announced it was ...",-0.559,negative,0.559,1.3,-0.725,https://www.barchart.com/story/news/36984366/as-meta-delays-new-ray-ban-display-glasses-should-you-buy-sell-or-hold-meta-stock,False,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,3.0,2026-01-11 11:02,Business Insider,newsapi,"Larry Page, Jeff Bezos, and Sergey Brin are close to joining the $300 billion club as tech fortunes ...","Larry Page, Jeff Bezos, and Sergey Brin are close to joining the $300 billion club as tech fortunes soar. Sergey Brin, Larry Page, and Jeff Bezos are all approaching $300 billion net worths.Lionel Hah...",0.0,neutral,0.886,1.58,0.0,https://www.businessinsider.com/page-bezos-brin-300b-club-tech-stocks-wealth-ai-billionaires-2026-1,True,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,4.0,2026-01-12 05:01,The Indian Express,newsapi,US futures slip while Asian shares gain as Fed chair Powell faces legal threat,US futures slip while Asian shares gain as Fed chair Powell faces legal threat. U.S. futures slipped but markets in Asia advanced Monday after Federal Reserve Chair Jerome Powell said the Department o...,-0.925,negative,0.925,1.58,-1.465,https://indianexpress.com/article/business/us-futures-slip-asian-shares-gain-fed-chair-powell-threat-10468540/,False,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,5.0,2026-01-12 17:55,Investor's Business Daily,gnews,"Amazon Stock, Meta Named Top Picks For 2026. Here's Why.","Amazon Stock, Meta Named Top Picks For 2026. Here's Why.. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommend...",0.0,neutral,0.951,1.56,0.0,https://www.investors.com/news/technology/amazon-stock-meta-stock-top-picks-2026-bernstein/,False,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,6.0,2026-01-12 09:01,Business Insider,newsapi,'Big Short' investor Michael Burry says AI is turning Big Tech into a worse business,"'Big Short' investor Michael Burry says AI is turning Big Tech into a worse business. Michael Burry attends ""The Big Short"" New York premiere at Ziegfeld Theater on November 23, 2015 in New York City....",0.0,neutral,0.687,1.58,0.0,https://www.businessinsider.com/michael-burry-big-short-key-metric-evaluate-ai-bubble-2026-1,False,2026-01-13 10:39:06,2026-01-13,,,,
META,Meta,7.0,2026-01-10 12:45,Yahoo Entertainment,newsapi,CoreWeave (CRWV) Emerges as an AI Infrastructure Stock to Watch After Truist Initiation,"CoreWeave (CRWV) Emerges as an AI Infrastructure Stock to Watch After Truist Initiation. CoreWeave, Inc. (NASDAQ:CRWV) is one of the AI Stocks Gaining Attention on Wall Street. On January 6, Truist Se...",0.544,positive,0.544,1.3,0.705,https://finance.yahoo.com/news/coreweave-crwv-emerges-ai-infrastructure-124539079.html,False,2026-01-13 10:39:07,2026-01-13,,,,
META,Meta,8.0,2026-01-11 10:24,Business Insider,newsapi,They're turning the job search into a group project,"They're turning the job search into a group project. Sreeja Apparaju (left), Aman Goyal (center), and Sriram Ramkrishna (right) have each found value in community during their job searches.Sreeja Appa...",0.0,neutral,0.843,1.3,0.0,https://www.businessinsider.com/how-tech-job-seekers-teaming-up-find-work-network-market-2026-1,False,2026-01-13 10:39:07,2026-01-13,,,,
META,Meta,9.0,2026-01-10 19:31,Yahoo Entertainment,newsapi,"Vistra Wins Mega Nuclear Deal With Meta, Stock Jumps","Vistra Wins Mega Nuclear Deal With Meta, Stock Jumps. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or...",0.0,neutral,0.942,1.08,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a273d225-d17e-4ec0-b789-65b3baa69119,False,2026-01-13 10:39:07,2026-01-13,,,,
AAPL,Apple,,,Pypi.org,newsapi,research-data-clients added to PyPI,"research-data-clients added to PyPI. Structured API clients for 17 external data sources. Provides consistent interfaces for retrieving data from academic, government, news, and web APIs.
Features
<ul><li>Unified Factory Pattern: Crea… [+7818 chars]",,neutral,0.831,1.58,0.0,https://pypi.org/project/research-data-clients/,,,2026-01-13,8eb8dc0c48f88a55,2026-01-12,0.0,2026-01-13 11:03:58
AAPL,Apple,,,scanx.trade,gnews,Alphabet Crosses $4 Trillion Market Cap Milestone on AI Partnership Momentum,"Alphabet Crosses $4 Trillion Market Cap Milestone on AI Partnership Momentum. Alphabet Inc. achieved a historic milestone by crossing the $4 trillion market capitalization threshold, cementing its position as one of the most valuable companies globally and reinforcing investor confidence in its arti...",,positive,0.945,1.56,1.474,https://scanx.trade/stock-market-news/global/alphabet-crosses-4-trillion-market-cap-milestone-on-ai-partnership-momentum/29780370,,,2026-01-13,ce7c78e43f90f687,2026-01-12,0.945,2026-01-13 11:03:58
AAPL,Apple,,,GlobeNewswire,newsapi,"Bitget’s Stock Futures Surge Past $15B, Unlocking a New Era of Onchain Equity Trading","Bitget’s Stock Futures Surge Past $15B, Unlocking a New Era of Onchain Equity Trading. VICTORIA, Seychelles, Jan. 12, 2026 (GLOBE NEWSWIRE) -- Bitget, the worlds largest Universal Exchange (UEX), has revealed that its US stock futures have surpassed $15 billion in cumulative trading vo… [+3705 chars...",,positive,0.933,1.58,1.478,https://www.globenewswire.com/news-release/2026/01/12/3216634/0/en/Bitget-s-Stock-Futures-Surge-Past-15B-Unlocking-a-New-Era-of-Onchain-Equity-Trading.html,,,2026-01-13,65b55b42d540f236,2026-01-12,0.933,2026-01-13 11:03:59
AAPL,Apple,,,Benzinga,gnews,Apple Accelerates 5x Past The Smartphone Market - Samsung Gets Outrun,"Apple Accelerates 5x Past The Smartphone Market - Samsung Gets Outrun. Technology giant Apple Inc (NASDAQ:AAPL) saw its stock gain in 2025 with shares up 11.5%. That gain underperformed against several of the leading broad stock market indexes.
A new report on global smartphone market share could se...",,positive,0.947,1.56,1.477,https://www.benzinga.com/trading-ideas/long-ideas/26/01/49854623/apple-accelerates-5x-past-the-smartphone-market-samsung-gets-outrun,,,2026-01-13,397fba4baafdd273,2026-01-12,0.947,2026-01-13 11:03:59
AAPL,Apple,,,The Economic Times,gnews,Why Alphabet (GOOGL) stock is up today: Google shares jump over 1% as Alphabet becomes the fourth company to cross the $4 trillion market cap mileston...,"Why Alphabet (GOOGL) stock is up today: Google shares jump over 1% as Alphabet becomes the fourth company to cross the $4 trillion market cap milestone. Synopsis
Alphabet (GOOGL) stock is up today: Alphabet Inc. (GOOGL) shares jumped over 1% on Monday, January 12, 2026, as the tech giant officially ...",,positive,0.847,1.56,1.322,https://economictimes.indiatimes.com/news/international/us/why-alphabet-googl-stock-is-up-today-google-shares-jump-over-1-as-alphabet-becomes-the-fourth-company-to-cross-the-4-trillion-market-cap-milestone/articleshow/126489623.cms,,,2026-01-13,c095b3e669f2149a,2026-01-12,0.847,2026-01-13 11:03:59
AAPL,Apple,,,MarketScreener,gnews,"Alphabet crosses the $4 trillion valuation mark, driven by the AI boom","Alphabet crosses the $4 trillion valuation mark, driven by the AI boom. Alphabet reached a market capitalization of $4 trillion on Monday, becoming the world's fourth company to cross this threshold, alongside Nvidia, Microsoft and Apple. The stock rose by about 1% in early trading, notably buoyed b...",,positive,0.948,1.56,1.479,https://www.marketscreener.com/news/alphabet-crosses-the-4-trillion-valuation-mark-driven-by-the-ai-boom-ce7e58dad189fe20,,,2026-01-13,6d076c534760cec1,2026-01-12,0.948,2026-01-13 11:03:59
AAPL,Apple,,,Pypi.org,newsapi,minicrit added to PyPI,"minicrit added to PyPI. Catch AI reasoning flaws before they become failures
Quick StartMCP IntegrationAPITrainingBenchmarks
The Problem
Autonomous AI systems fail silently. They produce confident-sounding outputs with h… [+9806 chars]",,neutral,0.791,1.58,0.0,https://pypi.org/project/minicrit/,,,2026-01-13,2f6d9cb7905d735b,2026-01-12,0.0,2026-01-13 11:03:59
MSFT,Microsoft,,,MarketScreener,gnews,"Alphabet crosses the $4 trillion valuation mark, driven by the AI boom","Alphabet crosses the $4 trillion valuation mark, driven by the AI boom. Alphabet reached a market capitalization of $4 trillion on Monday, becoming the world's fourth company to cross this threshold, alongside Nvidia, Microsoft and Apple. The stock rose by about 1% in early trading, notably buoyed b...",,positive,0.948,1.56,1.479,https://www.marketscreener.com/news/alphabet-crosses-the-4-trillion-valuation-mark-driven-by-the-ai-boom-ce7e58dad189fe20,,,2026-01-13,6d076c534760cec1,2026-01-12,0.948,2026-01-13 11:04:02
TSLA,Tesla,,,Yahoo Entertainment,newsapi,"If You Invested $500 or More in Tesla Stock at the Beginning of 2025, Here’s How Much You’d Have Now","If You Invested $500 or More in Tesla Stock at the Beginning of 2025, Here’s How Much You’d Have Now. Tesla (TSLA) shareholders had a wild ride in 2025, filled with extreme highs and lows for both its stock and its CEO, Elon Musk. After the dust settled, however, you still did very well if you inves...",,neutral,0.727,1.3,0.0,https://finance.yahoo.com/news/invested-500-more-tesla-stock-141305155.html,,,2026-01-13,eedf04a69787e65a,2026-01-10,0.0,2026-01-13 11:04:05
TSLA,Tesla,,,MarketBeat,newsapi,This ETF Is Proof That the Healthcare Rebound Is Real,"This ETF Is Proof That the Healthcare Rebound Is Real. Caduceus symbol on trading floor with rising stock charts, highlighting healthcare stocks and market momentum.
<ul><li>After years of trailing the S&amp;P 500, health care has rebounded, leading all… [+5077 chars]",,positive,0.944,1.58,1.496,https://www.marketbeat.com/originals/this-etf-is-proof-that-the-healthcare-rebound-is-real/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,,,2026-01-13,6d68a89184570375,2026-01-11,0.944,2026-01-13 11:04:05
TSLA,Tesla,,,Yahoo Entertainment,newsapi,Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving,"Nvidia takes on Tesla with what Jensen Huang calls the 'ChatGPT moment' for self-driving. ""The ChatGPT moment for physical AI is here when machines begin to understand, reason, and act in the real world.""
So said Nvidia (NVDA) CEO Jensen Huang at CES in Las Vegas, throwing down the the r… [+10301 c...",,neutral,0.86,1.3,0.0,https://finance.yahoo.com/news/nvidia-takes-on-tesla-with-what-jensen-huang-calls-the-chatgpt-moment-for-self-driving-160045664.html,,,2026-01-13,35f3c1ed2520a48f,2026-01-10,0.0,2026-01-13 11:04:05
TSLA,Tesla,,,GlobeNewswire,newsapi,"Bitget’s Stock Futures Surge Past $15B, Unlocking a New Era of Onchain Equity Trading","Bitget’s Stock Futures Surge Past $15B, Unlocking a New Era of Onchain Equity Trading. VICTORIA, Seychelles, Jan. 12, 2026 (GLOBE NEWSWIRE) -- Bitget, the worlds largest Universal Exchange (UEX), has revealed that its US stock futures have surpassed $15 billion in cumulative trading vo… [+3705 chars...",,positive,0.933,1.58,1.478,https://www.globenewswire.com/news-release/2026/01/12/3216634/0/en/Bitget-s-Stock-Futures-Surge-Past-15B-Unlocking-a-New-Era-of-Onchain-Equity-Trading.html,,,2026-01-13,65b55b42d540f236,2026-01-12,0.933,2026-01-13 11:04:05
TSLA,Tesla,,,Investor's Business Daily,gnews,"Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily","Dow Falls On Powell Investigation; Nvidia, Tesla Slide (Live)| Investor's Business Daily. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. The inform...",,neutral,0.949,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-powell-nvidia-nvda-tesla-tsla/,,,2026-01-13,73986f7b617ebece,2026-01-12,0.0,2026-01-13 11:04:05
TSLA,Tesla,,,Yahoo Entertainment,newsapi,Why Evercore Expects Tesla (TSLA) Shares to Trade Sideways in the Near Term,"Why Evercore Expects Tesla (TSLA) Shares to Trade Sideways in the Near Term. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",,neutral,0.937,1.08,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_02295df3-34f5-4a4d-9816-b6116cb384b1,,,2026-01-13,73268fa0367862a9,2026-01-10,0.0,2026-01-13 11:04:06
